,right,cam,cam_time,rate,ctm,ctm_time,error_level
36,1,11126,2.99219012260437,0,11126,2.99219012260437,0
37,1,9967,2.99219012260437,0,9967,2.99219012260437,0
38,1,11325,2.99219012260437,0,11325,2.99219012260437,0
39,1,12518,2.99219012260437,0,12518,2.99219012260437,0
40,1,3610,2.99219012260437,0,3610,2.99219012260437,0
41,1,13276,2.99219012260437,0,13276,2.99219012260437,0
42,1,418,2.99219012260437,0,418,2.99219012260437,0
43,1,6612,2.99219012260437,0,6612,2.99219012260437,0
44,1,13527,2.99219012260437,0,13527,2.99219012260437,0
45,1,15519,2.99219012260437,0,15519,2.99219012260437,0
46,1,15413,2.99219012260437,0,15413,2.99219012260437,0
47,1,12494,2.99219012260437,0,12494,2.99219012260437,0
48,1,10917,2.99219012260437,0,10917,2.99219012260437,0
49,1,4681,2.99219012260437,0,4681,2.99219012260437,0
50,1,8023,2.99219012260437,0,8023,2.99219012260437,0
51,1,7655,2.99219012260437,0,7655,2.99219012260437,0
52,1,11509,2.99219012260437,0,11509,2.99219012260437,0
53,1,6626,2.99219012260437,0,6626,2.99219012260437,0
54,1,10390,2.99219012260437,0,10390,2.99219012260437,0
55,1,10455,2.99219012260437,0,10455,2.99219012260437,0
56,1,15293,2.99219012260437,0,15293,2.99219012260437,0
57,1,3180,2.99219012260437,0,3180,2.99219012260437,0
58,1,15530,2.99219012260437,0,15530,2.99219012260437,0
59,1,14495,2.99219012260437,0,14495,2.99219012260437,0
60,1,11648,2.99219012260437,0,11648,2.99219012260437,0
61,1,13612,2.99219012260437,0,13612,2.99219012260437,0
62,1,15228,2.99219012260437,0,15228,2.99219012260437,0
63,1,13564,2.99219012260437,0,13564,2.99219012260437,0
64,1,9723,2.99219012260437,0,9723,2.99219012260437,0
65,1,12690,2.99219012260437,0,12690,2.99219012260437,0
66,1,3175,2.99219012260437,0,3175,2.99219012260437,0
67,1,2884,2.99219012260437,0,2884,2.99219012260437,0
68,0,7175,2.99219012260437,0,7175,2.99219012260437,5
69,1,16436,2.99219012260437,0,16436,2.99219012260437,0
70,1,9380,2.99219012260437,0,9380,2.99219012260437,0
71,1,13747,2.99219012260437,0,13747,2.99219012260437,0
72,1,4916,2.99219012260437,0,4916,2.99219012260437,0
73,1,12137,2.99219012260437,0,12137,2.99219012260437,0
74,1,13381,2.99219012260437,0,13381,2.99219012260437,0
75,1,13267,2.99219012260437,0,13267,2.99219012260437,0
76,1,13448,2.99219012260437,0,13448,2.99219012260437,0
77,1,13737,2.99219012260437,0,13737,2.99219012260437,0
78,1,14614,2.99219012260437,0,14614,2.99219012260437,0
79,1,13236,2.99219012260437,0,13236,2.99219012260437,0
80,1,11519,2.99219012260437,0,11519,2.99219012260437,0
81,1,15526,2.99219012260437,0,15526,2.99219012260437,0
82,1,13469,2.99219012260437,0,13469,2.99219012260437,0
83,1,12809,2.99219012260437,0,12809,2.99219012260437,0
84,1,11826,2.99219012260437,0,11826,2.99219012260437,0
85,1,11969,2.99219012260437,0,11969,2.99219012260437,0
86,1,11829,2.99219012260437,0,11829,2.99219012260437,0
87,1,16132,2.99219012260437,0,16132,2.99219012260437,0
88,1,9734,2.99219012260437,0,9734,2.99219012260437,0
89,1,2948,2.99219012260437,0,2948,2.99219012260437,0
90,1,9664,2.99219012260437,0,9664,2.99219012260437,0
91,1,14651,2.99219012260437,0,14651,2.99219012260437,0
92,1,12904,2.99219012260437,0,12904,2.99219012260437,0
93,1,12910,2.99219012260437,0,12910,2.99219012260437,0
94,1,9499,2.99219012260437,0,9499,2.99219012260437,0
95,1,6936,2.99219012260437,0,6936,2.99219012260437,0
96,1,7529,2.99219012260437,0,7529,2.99219012260437,0
97,1,14967,2.99219012260437,0,14967,2.99219012260437,0
98,1,6456,2.99219012260437,0,6456,2.99219012260437,0
99,1,9925,2.99219012260437,0,9925,2.99219012260437,0
100,1,12971,2.99219012260437,0,12971,2.99219012260437,0
101,1,10827,2.99219012260437,0,10827,2.99219012260437,0
102,1,8601,2.99219012260437,0,8601,2.99219012260437,0
103,1,6293,2.99219012260437,0,6293,2.99219012260437,0
104,1,11306,2.99219012260437,0,11306,2.99219012260437,0
105,1,12519,2.99219012260437,0,12519,2.99219012260437,0
106,1,14735,2.99219012260437,0,14735,2.99219012260437,0
107,0,3668,2.99219012260437,0,3668,2.99219012260437,5
108,1,13623,2.99219012260437,0,13623,2.99219012260437,0
109,1,11448,2.99219012260437,0,11448,2.99219012260437,0
110,1,4895,2.99219012260437,0,4895,2.99219012260437,0
111,1,8309,2.99219012260437,0,8309,2.99219012260437,0
112,1,13586,2.99219012260437,0,13586,2.99219012260437,0
113,1,7743,2.99219012260437,0,7743,2.99219012260437,0
114,1,12794,2.99219012260437,0,12794,2.99219012260437,0
115,1,15467,2.99219012260437,0,15467,2.99219012260437,0
116,1,12784,2.99219012260437,0,12784,2.99219012260437,0
117,1,3470,2.99219012260437,0,3470,2.99219012260437,0
118,1,8010,2.99219012260437,0,8010,2.99219012260437,0
119,1,14830,2.99219012260437,0,14830,2.99219012260437,0
120,1,12382,2.99219012260437,0,12382,2.99219012260437,0
121,1,12792,2.99219012260437,0,12792,2.99219012260437,0
122,1,9374,2.99219012260437,0,9374,2.99219012260437,0
123,1,13131,2.99219012260437,0,13131,2.99219012260437,0
124,1,8842,2.99219012260437,0,8842,2.99219012260437,0
125,1,10339,2.99219012260437,0,10339,2.99219012260437,0
126,1,15935,2.99219012260437,0,15935,2.99219012260437,0
127,1,7968,2.99219012260437,0,7968,2.99219012260437,0
128,1,9171,2.99219012260437,0,9171,2.99219012260437,0
129,1,10259,2.99219012260437,0,10259,2.99219012260437,0
130,1,15087,2.99219012260437,0,15087,2.99219012260437,0
131,1,12593,2.99219012260437,0,12593,2.99219012260437,0
132,1,11237,2.99219012260437,0,11237,2.99219012260437,0
133,1,11201,2.99219012260437,0,11201,2.99219012260437,0
134,1,16018,2.99219012260437,0,16018,2.99219012260437,0
135,1,6022,2.99219012260437,0,6022,2.99219012260437,0
136,1,7061,2.99219012260437,0,7061,2.99219012260437,0
137,1,11118,2.99219012260437,0,11118,2.99219012260437,0
138,1,16282,2.99219012260437,0,16282,2.99219012260437,0
139,1,6773,2.99219012260437,0,6773,2.99219012260437,0
140,1,14691,2.99219012260437,0,14691,2.99219012260437,0
141,0,830,2.99219012260437,0,830,2.99219012260437,10
142,1,8219,2.99219012260437,0,8219,2.99219012260437,0
143,1,11887,2.99219012260437,0,11887,2.99219012260437,0
144,1,10131,2.99219012260437,0,10131,2.99219012260437,0
145,1,16453,2.99219012260437,0,16453,2.99219012260437,0
146,1,10353,2.99219012260437,0,10353,2.99219012260437,0
147,0,7645,2.99219012260437,0,7645,2.99219012260437,10
148,1,12731,2.99219012260437,0,12731,2.99219012260437,0
149,1,15649,2.99219012260437,0,15649,2.99219012260437,0
150,0,3743,2.99219012260437,0,3743,2.99219012260437,5
151,1,3590,2.99219012260437,0,3590,2.99219012260437,0
152,1,14171,2.99219012260437,0,14171,2.99219012260437,0
153,1,3091,2.99219012260437,0,3091,2.99219012260437,0
154,1,12684,2.99219012260437,0,12684,2.99219012260437,0
155,1,4571,2.99219012260437,0,4571,2.99219012260437,0
156,1,15791,2.99219012260437,0,15791,2.99219012260437,0
157,1,10669,2.99219012260437,0,10669,2.99219012260437,0
158,1,15237,2.99219012260437,0,15237,2.99219012260437,0
159,1,14371,2.99219012260437,0,14371,2.99219012260437,0
160,1,13606,2.99219012260437,0,13606,2.99219012260437,0
161,1,12396,2.99219012260437,0,12396,2.99219012260437,0
162,1,7693,2.99219012260437,0,7693,2.99219012260437,0
163,1,11504,2.99219012260437,0,11504,2.99219012260437,0
164,1,13561,2.99219012260437,0,13561,2.99219012260437,0
165,1,12421,2.99219012260437,0,12421,2.99219012260437,0
166,1,14978,2.99219012260437,0,14978,2.99219012260437,0
167,1,14174,2.99219012260437,0,14174,2.99219012260437,0
168,1,15623,2.99219012260437,0,15623,2.99219012260437,0
169,1,14409,2.99219012260437,0,14409,2.99219012260437,0
170,1,9590,2.99219012260437,0,9590,2.99219012260437,0
171,1,9082,2.99219012260437,0,9082,2.99219012260437,0
172,1,3628,2.99219012260437,0,3628,2.99219012260437,0
173,1,11658,2.99219012260437,0,11658,2.99219012260437,0
174,1,15501,2.99219012260437,0,15501,2.99219012260437,0
175,1,10374,2.99219012260437,0,10374,2.99219012260437,0
176,1,16499,2.99219012260437,0,16499,2.99219012260437,0
177,1,12550,2.99219012260437,0,12550,2.99219012260437,0
178,1,9601,2.99219012260437,0,9601,2.99219012260437,0
179,1,9193,2.99219012260437,0,9193,2.99219012260437,0
180,1,7967,2.99219012260437,0,7967,2.99219012260437,0
181,1,8487,2.99219012260437,0,8487,2.99219012260437,0
182,1,14350,2.99219012260437,0,14350,2.99219012260437,0
183,1,6953,2.99219012260437,0,6953,2.99219012260437,0
184,1,11259,2.99219012260437,0,11259,2.99219012260437,0
185,1,10500,2.99219012260437,0,10500,2.99219012260437,0
186,1,15162,2.99219012260437,0,15162,2.99219012260437,0
187,1,11998,2.99219012260437,0,11998,2.99219012260437,0
188,1,9489,2.99219012260437,0,9489,2.99219012260437,0
189,1,12254,2.99219012260437,0,12254,2.99219012260437,0
190,1,16320,2.99219012260437,0,16320,2.99219012260437,0
191,1,12331,2.99219012260437,0,12331,2.99219012260437,0
192,1,3573,2.99219012260437,0,3573,2.99219012260437,0
193,1,8967,2.99219012260437,0,8967,2.99219012260437,0
194,1,7604,2.99219012260437,0,7604,2.99219012260437,0
195,1,14481,2.99219012260437,0,14481,2.99219012260437,0
196,1,15634,2.99219012260437,0,15634,2.99219012260437,0
197,1,13088,2.99219012260437,0,13088,2.99219012260437,0
198,1,6170,2.99219012260437,0,6170,2.99219012260437,0
199,1,9189,2.99219012260437,0,9189,2.99219012260437,0
200,1,9154,2.99219012260437,0,9154,2.99219012260437,0
201,1,11957,2.99219012260437,0,11957,2.99219012260437,0
202,1,16429,2.99219012260437,0,16429,2.99219012260437,0
203,1,16138,2.99219012260437,0,16138,2.99219012260437,0
204,1,15514,2.99219012260437,0,15514,2.99219012260437,0
205,1,5964,2.99219012260437,0,5964,2.99219012260437,0
206,1,8529,2.99219012260437,0,8529,2.99219012260437,0
207,1,12670,2.99219012260437,0,12670,2.99219012260437,0
208,1,11310,2.99219012260437,0,11310,2.99219012260437,0
209,1,15208,2.99219012260437,0,15208,2.99219012260437,0
210,1,16153,2.99219012260437,0,16153,2.99219012260437,0
211,1,12389,2.99219012260437,0,12389,2.99219012260437,0
212,1,15905,2.99219012260437,0,15905,2.99219012260437,0
213,1,3523,2.99219012260437,0,3523,2.99219012260437,0
214,1,13467,2.99219012260437,0,13467,2.99219012260437,0
215,1,15924,2.99219012260437,0,15924,2.99219012260437,0
216,1,16451,2.99219012260437,0,16451,2.99219012260437,0
217,1,5073,2.99219012260437,0,5073,2.99219012260437,0
218,1,10989,2.99219012260437,0,10989,2.99219012260437,0
219,1,9802,2.99219012260437,0,9802,2.99219012260437,0
220,1,16515,2.99219012260437,0,16515,2.99219012260437,0
221,1,7328,2.99219012260437,0,7328,2.99219012260437,0
222,1,2774,2.99219012260437,0,2774,2.99219012260437,0
223,1,11549,2.99219012260437,0,11549,2.99219012260437,0
224,1,14395,2.99219012260437,0,14395,2.99219012260437,0
225,1,8870,2.99219012260437,0,8870,2.99219012260437,0
226,1,15692,2.99219012260437,0,15692,2.99219012260437,0
227,1,4985,2.99219012260437,0,4985,2.99219012260437,0
228,1,14891,2.99219012260437,0,14891,2.99219012260437,0
229,0,2070,2.99219012260437,0,2070,2.99219012260437,5
230,1,11653,2.99219012260437,0,11653,2.99219012260437,0
231,1,10851,2.99219012260437,0,10851,2.99219012260437,0
232,1,14914,2.99219012260437,0,14914,2.99219012260437,0
233,1,5836,2.99219012260437,0,5836,2.99219012260437,0
234,1,12569,2.99219012260437,0,12569,2.99219012260437,0
235,1,11005,2.99219012260437,0,11005,2.99219012260437,0
236,1,15664,2.99219012260437,0,15664,2.99219012260437,0
237,1,10439,2.99219012260437,0,10439,2.99219012260437,0
238,1,7550,2.99219012260437,0,7550,2.99219012260437,0
239,1,3044,2.99219012260437,0,3044,2.99219012260437,0
240,1,13477,2.99219012260437,0,13477,2.99219012260437,0
241,1,4753,2.99219012260437,0,4753,2.99219012260437,0
242,1,10432,2.99219012260437,0,10432,2.99219012260437,0
243,1,14813,2.99219012260437,0,14813,2.99219012260437,0
244,0,4866,2.99219012260437,0,4866,2.99219012260437,5
245,1,13206,2.99219012260437,0,13206,2.99219012260437,0
246,1,12958,2.99219012260437,0,12958,2.99219012260437,0
247,1,6544,2.99219012260437,0,6544,2.99219012260437,0
248,0,4123,2.99219012260437,0,4123,2.99219012260437,5
249,1,10434,2.99219012260437,0,10434,2.99219012260437,0
250,1,7700,2.99219012260437,0,7700,2.99219012260437,0
251,1,10579,2.99219012260437,0,10579,2.99219012260437,0
252,1,6788,2.99219012260437,0,6788,2.99219012260437,0
253,1,14518,2.99219012260437,0,14518,2.99219012260437,0
254,1,15003,2.99219012260437,0,15003,2.99219012260437,0
255,1,8945,2.99219012260437,0,8945,2.99219012260437,0
256,1,16011,2.99219012260437,0,16011,2.99219012260437,0
257,1,10221,2.99219012260437,0,10221,2.99219012260437,0
258,1,7141,2.99219012260437,0,7141,2.99219012260437,0
259,1,15893,2.99219012260437,0,15893,2.99219012260437,0
260,1,10830,2.99219012260437,0,10830,2.99219012260437,0
261,1,15345,2.99219012260437,0,15345,2.99219012260437,0
262,1,5194,2.99219012260437,0,5194,2.99219012260437,0
263,1,8603,2.99219012260437,0,8603,2.99219012260437,0
264,1,14647,2.99219012260437,0,14647,2.99219012260437,0
265,1,13313,2.99219012260437,0,13313,2.99219012260437,0
266,0,2438,2.99219012260437,0,2438,2.99219012260437,5
267,1,16415,2.99219012260437,0,16415,2.99219012260437,0
268,1,9968,2.99219012260437,0,9968,2.99219012260437,0
269,1,525,2.99219012260437,0,525,2.99219012260437,0
270,1,12268,2.99219012260437,0,12268,2.99219012260437,0
271,0,2845,2.99219012260437,0,2845,2.99219012260437,5
272,1,14246,2.99219012260437,0,14246,2.99219012260437,0
273,1,11740,2.99219012260437,0,11740,2.99219012260437,0
274,1,10024,2.99219012260437,0,10024,2.99219012260437,0
275,1,13132,2.99219012260437,0,13132,2.99219012260437,0
276,1,5802,2.99219012260437,0,5802,2.99219012260437,0
277,1,15359,2.99219012260437,0,15359,2.99219012260437,0
278,1,10842,2.99219012260437,0,10842,2.99219012260437,0
279,1,9853,2.99219012260437,0,9853,2.99219012260437,0
280,1,6245,2.99219012260437,0,6245,2.99219012260437,0
281,1,11070,2.99219012260437,0,11070,2.99219012260437,0
282,1,11367,2.99219012260437,0,11367,2.99219012260437,0
283,1,7590,2.99219012260437,0,7590,2.99219012260437,0
284,1,13007,2.99219012260437,0,13007,2.99219012260437,0
285,1,6658,2.99219012260437,0,6658,2.99219012260437,0
286,1,7844,2.99219012260437,0,7844,2.99219012260437,0
287,1,10236,2.99219012260437,0,10236,2.99219012260437,0
288,1,14657,2.99219012260437,0,14657,2.99219012260437,0
289,1,6522,2.99219012260437,0,6522,2.99219012260437,0
290,1,10147,2.99219012260437,0,10147,2.99219012260437,0
291,1,16595,2.99219012260437,0,16595,2.99219012260437,0
292,1,12462,2.99219012260437,0,12462,2.99219012260437,0
293,1,6533,2.99219012260437,0,6533,2.99219012260437,0
294,1,12672,2.99219012260437,0,12672,2.99219012260437,0
295,1,12244,2.99219012260437,0,12244,2.99219012260437,0
296,1,11858,2.99219012260437,0,11858,2.99219012260437,0
297,1,12176,2.99219012260437,0,12176,2.99219012260437,0
298,1,12515,2.99219012260437,0,12515,2.99219012260437,0
299,1,15714,2.99219012260437,0,15714,2.99219012260437,0
300,1,13604,2.99219012260437,0,13604,2.99219012260437,0
301,1,4868,2.99219012260437,0,4868,2.99219012260437,0
302,1,10412,2.99219012260437,0,10412,2.99219012260437,0
303,1,15600,2.99219012260437,0,15600,2.99219012260437,0
304,1,15855,2.99219012260437,0,15855,2.99219012260437,0
305,1,15872,2.99219012260437,0,15872,2.99219012260437,0
306,1,14973,2.99219012260437,0,14973,2.99219012260437,0
307,1,13280,2.99219012260437,0,13280,2.99219012260437,0
308,1,4355,2.99219012260437,0,4355,2.99219012260437,0
309,1,8459,2.99219012260437,0,8459,2.99219012260437,0
310,1,11343,2.99219012260437,0,11343,2.99219012260437,0
311,1,5822,2.99219012260437,0,5822,2.99219012260437,0
312,0,1064,2.99219012260437,0,1064,2.99219012260437,5
313,1,10568,2.99219012260437,0,10568,2.99219012260437,0
314,1,342,2.99219012260437,0,342,2.99219012260437,0
315,1,15430,2.99219012260437,0,15430,2.99219012260437,0
316,0,2479,2.99219012260437,0,2479,2.99219012260437,5
317,1,13254,2.99219012260437,0,13254,2.99219012260437,0
318,1,10250,2.99219012260437,0,10250,2.99219012260437,0
319,1,16551,2.99219012260437,0,16551,2.99219012260437,0
320,1,5611,2.99219012260437,0,5611,2.99219012260437,0
321,1,5423,2.99219012260437,0,5423,2.99219012260437,0
322,1,6177,2.99219012260437,0,6177,2.99219012260437,0
323,1,12059,2.99219012260437,0,12059,2.99219012260437,0
324,0,2378,2.99219012260437,0,2378,2.99219012260437,5
325,1,2706,2.99219012260437,0,2706,2.99219012260437,0
326,1,11752,2.99219012260437,0,11752,2.99219012260437,0
327,1,10475,2.99219012260437,0,10475,2.99219012260437,0
328,1,12558,2.99219012260437,0,12558,2.99219012260437,0
329,1,12544,2.99219012260437,0,12544,2.99219012260437,0
330,1,15550,2.99219012260437,0,15550,2.99219012260437,0
331,1,5586,2.99219012260437,0,5586,2.99219012260437,0
332,0,3834,2.99219012260437,0,3834,2.99219012260437,5
333,1,10438,2.99219012260437,0,10438,2.99219012260437,0
334,1,13117,2.99219012260437,0,13117,2.99219012260437,0
335,1,15740,2.99219012260437,0,15740,2.99219012260437,0
336,1,14181,2.99219012260437,0,14181,2.99219012260437,0
337,1,14906,2.99219012260437,0,14906,2.99219012260437,0
338,1,12706,2.99219012260437,0,12706,2.99219012260437,0
339,1,5705,2.99219012260437,0,5705,2.99219012260437,0
340,1,15937,2.99219012260437,0,15937,2.99219012260437,0
341,0,2635,2.99219012260437,0,2635,2.99219012260437,5
342,1,13798,2.99219012260437,0,13798,2.99219012260437,0
343,1,13686,2.99219012260437,0,13686,2.99219012260437,0
344,1,5157,2.99219012260437,0,5157,2.99219012260437,0
345,1,11072,2.99219012260437,0,11072,2.99219012260437,0
346,1,14776,2.99219012260437,0,14776,2.99219012260437,0
347,1,10718,2.99219012260437,0,10718,2.99219012260437,0
348,1,15441,2.99219012260437,0,15441,2.99219012260437,0
349,1,11890,2.99219012260437,0,11890,2.99219012260437,0
350,1,8900,2.99219012260437,0,8900,2.99219012260437,0
351,1,11665,2.99219012260437,0,11665,2.99219012260437,0
352,1,5351,2.99219012260437,0,5351,2.99219012260437,0
353,1,7611,2.99219012260437,0,7611,2.99219012260437,0
354,1,11880,2.99219012260437,0,11880,2.99219012260437,0
355,1,15014,2.99219012260437,0,15014,2.99219012260437,0
356,1,15541,2.99219012260437,0,15541,2.99219012260437,0
357,1,10810,2.99219012260437,0,10810,2.99219012260437,0
358,1,12624,2.99219012260437,0,12624,2.99219012260437,0
359,1,3132,2.99219012260437,0,3132,2.99219012260437,0
360,1,14778,2.99219012260437,0,14778,2.99219012260437,0
361,0,3699,2.99219012260437,0,3699,2.99219012260437,5
362,1,10381,2.99219012260437,0,10381,2.99219012260437,0
363,1,9339,2.99219012260437,0,9339,2.99219012260437,0
364,1,13075,2.99219012260437,0,13075,2.99219012260437,0
365,1,16137,2.99219012260437,0,16137,2.99219012260437,0
366,1,12934,2.99219012260437,0,12934,2.99219012260437,0
367,1,15099,2.99219012260437,0,15099,2.99219012260437,0
368,1,11384,2.99219012260437,0,11384,2.99219012260437,0
369,1,6339,2.99219012260437,0,6339,2.99219012260437,0
370,1,13780,2.99219012260437,0,13780,2.99219012260437,0
371,1,14210,2.99219012260437,0,14210,2.99219012260437,0
372,1,11015,2.99219012260437,0,11015,2.99219012260437,0
373,1,13764,2.99219012260437,0,13764,2.99219012260437,0
374,0,3851,2.99219012260437,0,3851,2.99219012260437,5
375,1,13860,2.99219012260437,0,13860,2.99219012260437,0
376,1,10255,2.99219012260437,0,10255,2.99219012260437,0
377,1,15439,2.99219012260437,0,15439,2.99219012260437,0
378,1,1378,2.99219012260437,0,1378,2.99219012260437,0
379,1,7787,2.99219012260437,0,7787,2.99219012260437,0
380,1,12279,2.99219012260437,0,12279,2.99219012260437,0
381,0,9421,2.99219012260437,0,9421,2.99219012260437,5
382,0,4501,2.99219012260437,0,4501,2.99219012260437,5
383,1,9878,2.99219012260437,0,9878,2.99219012260437,0
384,1,14143,2.99219012260437,0,14143,2.99219012260437,0
385,1,11110,2.99219012260437,0,11110,2.99219012260437,0
386,1,10343,2.99219012260437,0,10343,2.99219012260437,0
387,1,8211,2.99219012260437,0,8211,2.99219012260437,0
388,1,15796,2.99219012260437,0,15796,2.99219012260437,0
389,1,785,2.99219012260437,0,785,2.99219012260437,0
390,1,16633,2.99219012260437,0,16633,2.99219012260437,0
391,1,15958,2.99219012260437,0,15958,2.99219012260437,0
392,1,5487,2.99219012260437,0,5487,2.99219012260437,0
393,1,12954,2.99219012260437,0,12954,2.99219012260437,0
394,1,10818,2.99219012260437,0,10818,2.99219012260437,0
395,1,3219,2.99219012260437,0,3219,2.99219012260437,0
396,1,4632,2.99219012260437,0,4632,2.99219012260437,0
397,1,6943,2.99219012260437,0,6943,2.99219012260437,0
398,1,10603,2.99219012260437,0,10603,2.99219012260437,0
399,1,7734,2.99219012260437,0,7734,2.99219012260437,0
400,1,7697,2.99219012260437,0,7697,2.99219012260437,0
401,1,12994,2.99219012260437,0,12994,2.99219012260437,0
402,1,12209,2.99219012260437,0,12209,2.99219012260437,0
403,1,9614,2.99219012260437,0,9614,2.99219012260437,0
404,1,4756,2.99219012260437,0,4756,2.99219012260437,0
405,1,10897,2.99219012260437,0,10897,2.99219012260437,0
406,1,3237,2.99219012260437,0,3237,2.99219012260437,0
407,1,6583,2.99219012260437,0,6583,2.99219012260437,0
408,1,15061,2.99219012260437,0,15061,2.99219012260437,0
409,1,9733,2.99219012260437,0,9733,2.99219012260437,0
410,0,3185,2.99219012260437,0,3185,2.99219012260437,10
411,1,13314,2.99219012260437,0,13314,2.99219012260437,0
412,1,13987,2.99219012260437,0,13987,2.99219012260437,0
413,1,3957,2.99219012260437,0,3957,2.99219012260437,0
414,1,13515,2.99219012260437,0,13515,2.99219012260437,0
415,1,12639,2.99219012260437,0,12639,2.99219012260437,0
416,1,9626,2.99219012260437,0,9626,2.99219012260437,0
417,1,10252,2.99219012260437,0,10252,2.99219012260437,0
418,1,6908,2.99219012260437,0,6908,2.99219012260437,0
419,1,15774,2.99219012260437,0,15774,2.99219012260437,0
420,1,13611,2.99219012260437,0,13611,2.99219012260437,0
421,1,16564,2.99219012260437,0,16564,2.99219012260437,0
422,1,6296,2.99219012260437,0,6296,2.99219012260437,0
423,1,16026,2.99219012260437,0,16026,2.99219012260437,0
424,1,14438,2.99219012260437,0,14438,2.99219012260437,0
425,1,5829,2.99219012260437,0,5829,2.99219012260437,0
426,1,14054,2.99219012260437,0,14054,2.99219012260437,0
427,1,10510,2.99219012260437,0,10510,2.99219012260437,0
428,1,15184,2.99219012260437,0,15184,2.99219012260437,0
429,1,16568,2.99219012260437,0,16568,2.99219012260437,0
430,1,11810,2.99219012260437,0,11810,2.99219012260437,0
431,1,16148,2.99219012260437,0,16148,2.99219012260437,0
432,1,14334,2.99219012260437,0,14334,2.99219012260437,0
433,1,14543,2.99219012260437,0,14543,2.99219012260437,0
434,1,13884,2.99219012260437,0,13884,2.99219012260437,0
435,1,16356,2.99219012260437,0,16356,2.99219012260437,0
436,1,12257,2.99219012260437,0,12257,2.99219012260437,0
437,1,4121,2.99219012260437,0,4121,2.99219012260437,0
438,1,8065,2.99219012260437,0,8065,2.99219012260437,0
439,1,9048,2.99219012260437,0,9048,2.99219012260437,0
440,1,14086,2.99219012260437,0,14086,2.99219012260437,0
441,0,8144,2.99219012260437,0,8144,2.99219012260437,5
442,1,13544,2.99219012260437,0,13544,2.99219012260437,0
443,1,13019,2.99219012260437,0,13019,2.99219012260437,0
444,0,6881,2.99219012260437,0,6881,2.99219012260437,5
445,1,12834,2.99219012260437,0,12834,2.99219012260437,0
446,1,4595,2.99219012260437,0,4595,2.99219012260437,0
447,1,14010,2.99219012260437,0,14010,2.99219012260437,0
448,1,15469,2.99219012260437,0,15469,2.99219012260437,0
449,1,14772,2.99219012260437,0,14772,2.99219012260437,0
450,1,14333,2.99219012260437,0,14333,2.99219012260437,0
451,1,12366,2.99219012260437,0,12366,2.99219012260437,0
452,1,4259,2.99219012260437,0,4259,2.99219012260437,0
453,1,11599,2.99219012260437,0,11599,2.99219012260437,0
454,0,2379,2.99219012260437,0,2379,2.99219012260437,10
455,1,7126,2.99219012260437,0,7126,2.99219012260437,0
456,1,14213,2.99219012260437,0,14213,2.99219012260437,0
457,1,3033,2.99219012260437,0,3033,2.99219012260437,0
458,1,13762,2.99219012260437,0,13762,2.99219012260437,0
459,1,2391,2.99219012260437,0,2391,2.99219012260437,0
460,0,1647,2.99219012260437,0,1647,2.99219012260437,10
461,1,12508,2.99219012260437,0,12508,2.99219012260437,0
462,1,12915,2.99219012260437,0,12915,2.99219012260437,0
463,1,12148,2.99219012260437,0,12148,2.99219012260437,0
464,1,15017,2.99219012260437,0,15017,2.99219012260437,0
